EmployeeNumber,Age,AgeBand,Gender,MaritalStatus,Department,JobRole,JobLevel,SeniorityBand,MonthlyIncome,MonthlyIncomeK,AnnualIncome,SalaryBand,Attrition,AttritionBinary,AttritionRiskScore,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,PromotionRecency,YearsWithCurrManager,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,JobSatisfactionLabel,EnvironmentSatisfaction,EnvironmentSatisfactionLabel,WorkLifeBalance,WorkLifeBalanceLabel,PerformanceRating,PerformanceLabel,OverTime,OvertimeBinary,BusinessTravel,DistanceFromHome,DistanceBand,Education,EducationField,StockOptionLevel,PercentSalaryHike,RelationshipSatisfaction,JobInvolvement
599,41,36-45,Male,Single,Sales,Sales Executive,2,Mid-Level,6230,6.23,74760,High (6-10K),No,0,0.791,14,11-20 yrs,3,1,1-2 yrs,10,7,16,3,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Non-Travel,10,Medium (6-15),2,Life Sciences,0,14,4,3
600,35,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,4717,4.72,56604,Medium (3-6K),No,0,1.443,11,11-20 yrs,9,6,5+ yrs,9,9,15,2,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Marketing,0,11,3,3
601,40,36-45,Female,Single,Research & Development,Manufacturing Director,4,Lead,13237,13.24,158844,Very High (10K+),No,0,1.454,20,11-20 yrs,6,5,3-5 yrs,13,7,22,3,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),3,Life Sciences,0,15,3,3
602,39,36-45,Female,Married,Research & Development,Laboratory Technician,1,Junior,3755,3.76,45060,Medium (3-6K),No,0,1.228,8,6-10 yrs,3,0,Just Promoted,7,1,8,3,3,High,3,High,3,Better,3,Excellent,No,0,Travel_Frequently,8,Medium (6-15),1,Life Sciences,1,11,1,3
604,31,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,6582,6.58,78984,High (6-10K),No,0,1.207,6,6-10 yrs,5,0,Just Promoted,5,4,10,2,4,Very High,2,Medium,4,Best,3,Excellent,Yes,1,Travel_Rarely,2,Near (1-5),1,Life Sciences,0,13,3,3
605,42,36-45,Male,Married,Research & Development,Manufacturing Director,3,Senior,7406,7.41,88872,High (6-10K),No,0,1.966,10,6-10 yrs,9,5,3-5 yrs,8,1,10,5,1,Low,4,Very High,2,Good,4,Outstanding,Yes,1,Travel_Rarely,24,Far (16+),3,Medical,1,21,4,3
606,45,36-45,Male,Married,Sales,Sales Executive,2,Mid-Level,4805,4.8,57660,Medium (3-6K),No,0,1.127,8,6-10 yrs,7,3,3-5 yrs,7,0,9,3,2,Medium,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),3,Other,1,19,2,3
608,26,26-35,Female,Divorced,Human Resources,Human Resources,1,Junior,2741,2.74,32892,Low (<3K),Yes,1,1.815,7,6-10 yrs,7,1,1-2 yrs,0,0,8,2,3,High,2,Medium,2,Good,3,Excellent,Yes,1,Travel_Frequently,17,Far (16+),4,Life Sciences,1,11,2,3
611,29,26-35,Male,Divorced,Research & Development,Manufacturing Director,2,Mid-Level,4262,4.26,51144,Medium (3-6K),No,0,0.672,3,3-5 yrs,2,1,1-2 yrs,2,4,8,2,4,Very High,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,19,Far (16+),3,Technical Degree,2,12,2,3
612,33,26-35,Female,Divorced,Research & Development,Research Director,4,Lead,16184,16.18,194208,Very High (10K+),No,0,1.603,6,6-10 yrs,1,0,Just Promoted,5,4,10,2,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),5,Medical,1,19,3,4
613,31,26-35,Male,Divorced,Sales,Manager,3,Senior,11557,11.56,138684,Very High (10K+),No,0,1.124,5,3-5 yrs,4,0,Just Promoted,1,9,10,3,4,Very High,3,High,2,Good,4,Outstanding,No,0,Travel_Rarely,7,Medium (6-15),3,Life Sciences,1,21,3,2
614,18,18-25,Male,Single,Sales,Sales Representative,1,Junior,1878,1.88,22536,Low (<3K),Yes,1,1.867,0,0-2 yrs,0,0,Just Promoted,0,1,0,3,2,Medium,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Frequently,5,Near (1-5),3,Marketing,0,14,4,3
615,40,36-45,Male,Divorced,Sales,Sales Executive,3,Senior,10932,10.93,131184,Very High (10K+),No,0,1.797,1,0-2 yrs,0,0,Just Promoted,1,3,20,2,1,Low,3,High,3,Better,3,Excellent,No,0,Non-Travel,28,Far (16+),3,Other,1,15,3,1
616,41,36-45,Female,Single,Research & Development,Healthcare Representative,2,Mid-Level,6811,6.81,81732,High (6-10K),No,0,1.807,8,6-10 yrs,7,0,Just Promoted,7,2,10,3,3,High,1,Low,3,Better,3,Excellent,Yes,1,Non-Travel,2,Near (1-5),4,Other,0,17,1,2
618,26,26-35,Male,Divorced,Sales,Sales Executive,2,Mid-Level,4306,4.31,51672,Medium (3-6K),No,0,1.7,0,0-2 yrs,0,0,Just Promoted,0,5,8,5,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,29,Far (16+),2,Medical,2,12,1,3
620,35,26-35,Female,Single,Sales,Sales Executive,2,Mid-Level,4859,4.86,58308,Medium (3-6K),No,0,1.603,5,3-5 yrs,4,0,Just Promoted,3,1,5,3,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Medical,0,16,4,3
621,34,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,5337,5.34,64044,Medium (3-6K),No,0,0.856,10,6-10 yrs,7,5,3-5 yrs,7,1,10,3,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,21,Far (16+),4,Life Sciences,0,12,4,4
622,26,26-35,Male,Single,Research & Development,Laboratory Technician,1,Junior,2340,2.34,28080,Low (<3K),Yes,1,1.533,1,0-2 yrs,0,0,Just Promoted,0,1,1,3,4,Very High,3,High,1,Bad,3,Excellent,Yes,1,Travel_Rarely,24,Far (16+),3,Technical Degree,0,18,2,1
623,37,36-45,Female,Single,Research & Development,Manufacturing Director,3,Senior,7491,7.49,89892,High (6-10K),No,0,1.01,6,6-10 yrs,5,1,1-2 yrs,2,4,12,3,4,Very High,2,Medium,4,Best,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Technical Degree,0,17,4,3
624,46,46-55,Female,Married,Research & Development,Healthcare Representative,3,Senior,10527,10.53,126324,Very High (10K+),No,0,1.819,2,0-2 yrs,2,1,1-2 yrs,2,5,28,3,3,High,1,Low,2,Good,3,Excellent,No,0,Travel_Frequently,18,Far (16+),1,Medical,0,11,4,3
625,41,36-45,Female,Married,Sales,Manager,4,Lead,16595,16.6,199140,Very High (10K+),No,0,1.98,18,11-20 yrs,16,11,5+ yrs,8,7,22,2,1,Low,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),5,Life Sciences,1,16,2,3
626,37,36-45,Male,Divorced,Sales,Sales Executive,3,Senior,8834,8.83,106008,High (6-10K),No,0,1.928,9,6-10 yrs,5,7,5+ yrs,7,1,9,6,2,Medium,1,Low,3,Better,3,Excellent,No,0,Non-Travel,9,Medium (6-15),4,Medical,1,13,4,3
630,52,46-55,Male,Divorced,Research & Development,Research Scientist,2,Mid-Level,5577,5.58,66924,Medium (3-6K),No,0,1.761,10,6-10 yrs,9,6,5+ yrs,9,3,18,3,1,Low,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,6,Medium (6-15),2,Technical Degree,2,12,2,3
631,32,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,4707,4.71,56484,Medium (3-6K),Yes,1,1.045,4,3-5 yrs,2,1,1-2 yrs,2,8,6,2,3,High,4,Very High,3,Better,3,Excellent,No,0,Non-Travel,11,Medium (6-15),4,Other,0,12,4,4
632,24,18-25,Male,Married,Sales,Sales Representative,1,Junior,2400,2.4,28800,Low (<3K),No,0,0.846,2,0-2 yrs,2,2,1-2 yrs,1,0,3,3,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Frequently,24,Far (16+),3,Medical,2,13,3,3
634,38,36-45,Female,Married,Research & Development,Healthcare Representative,2,Mid-Level,9824,9.82,117888,High (6-10K),No,0,1.234,1,0-2 yrs,0,0,Just Promoted,0,3,18,4,3,High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),3,Medical,1,19,3,3
635,37,36-45,Female,Married,Research & Development,Manufacturing Director,2,Mid-Level,6447,6.45,77364,High (6-10K),No,0,1.83,6,6-10 yrs,5,4,3-5 yrs,3,6,8,2,2,Medium,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,1,12,2,3
638,49,46-55,Male,Divorced,Research & Development,Research Director,5,Director,19502,19.5,234024,Very High (10K+),No,0,1.262,31,20+ yrs,9,0,Just Promoted,9,1,31,5,3,High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,18,Far (16+),4,Life Sciences,1,17,3,2
639,24,18-25,Male,Married,Research & Development,Research Scientist,1,Junior,2725,2.72,32700,Low (<3K),No,0,1.436,6,6-10 yrs,5,1,1-2 yrs,4,1,6,3,4,Very High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,23,Far (16+),3,Medical,2,11,2,4
641,26,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,6272,6.27,75264,High (6-10K),No,0,1.803,5,3-5 yrs,3,1,1-2 yrs,4,1,6,5,2,Medium,1,Low,4,Best,4,Outstanding,No,0,Travel_Rarely,28,Far (16+),2,Marketing,2,20,4,3
643,24,18-25,Male,Married,Research & Development,Laboratory Technician,1,Junior,2127,2.13,25524,Low (<3K),No,0,1.309,1,0-2 yrs,0,0,Just Promoted,0,1,1,2,2,Medium,4,Very High,3,Better,4,Outstanding,No,0,Travel_Rarely,17,Far (16+),2,Other,1,21,4,2
644,50,46-55,Male,Married,Human Resources,Manager,5,Director,18200,18.2,218400,Very High (10K+),No,0,1.927,32,20+ yrs,5,10,5+ yrs,7,1,32,2,2,Medium,1,Low,3,Better,3,Excellent,No,0,Travel_Frequently,3,Near (1-5),3,Medical,1,11,3,3
645,25,18-25,Male,Married,Sales,Sales Representative,1,Junior,2096,2.1,25152,Low (<3K),No,0,1.445,7,6-10 yrs,4,0,Just Promoted,6,1,7,1,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,13,Medium (6-15),1,Medical,0,11,3,3
647,24,18-25,Female,Married,Research & Development,Laboratory Technician,1,Junior,2886,2.89,34632,Low (<3K),Yes,1,1.831,6,6-10 yrs,3,1,1-2 yrs,2,1,6,4,3,High,1,Low,3,Better,3,Excellent,Yes,1,Travel_Frequently,7,Medium (6-15),3,Life Sciences,1,16,4,3
648,30,26-35,Male,Married,Sales,Sales Representative,1,Junior,2033,2.03,24396,Low (<3K),Yes,1,1.791,1,0-2 yrs,0,0,Just Promoted,0,1,1,2,1,Low,2,Medium,4,Best,3,Excellent,No,0,Travel_Frequently,12,Medium (6-15),4,Life Sciences,1,18,3,2
649,34,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,3622,3.62,43464,Medium (3-6K),No,0,1.36,6,6-10 yrs,5,1,1-2 yrs,3,1,6,3,4,Very High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,1,Near (1-5),2,Life Sciences,1,13,4,2
650,31,26-35,Male,Divorced,Sales,Sales Executive,2,Mid-Level,4233,4.23,50796,Medium (3-6K),Yes,1,2.251,3,3-5 yrs,1,1,1-2 yrs,2,2,9,2,1,Low,2,Medium,1,Bad,3,Excellent,No,0,Travel_Rarely,13,Medium (6-15),4,Medical,0,17,3,3
652,35,26-35,Male,Single,Research & Development,Laboratory Technician,2,Mid-Level,3681,3.68,44172,Medium (3-6K),No,0,1.436,3,3-5 yrs,2,0,Just Promoted,2,4,9,3,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,25,Far (16+),2,Other,0,14,4,2
653,31,26-35,Male,Divorced,Sales,Sales Executive,2,Mid-Level,5460,5.46,65520,Medium (3-6K),No,0,1.254,7,6-10 yrs,7,5,3-5 yrs,7,4,13,4,4,Very High,1,Low,4,Best,4,Outstanding,No,0,Travel_Rarely,6,Medium (6-15),4,Medical,2,22,4,4
655,27,26-35,Female,Divorced,Research & Development,Research Scientist,1,Junior,2187,2.19,26244,Low (<3K),No,0,1.771,5,3-5 yrs,3,0,Just Promoted,3,0,6,5,3,High,1,Low,2,Good,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),4,Medical,2,12,3,2
656,37,36-45,Male,Married,Sales,Sales Executive,2,Mid-Level,9602,9.6,115224,High (6-10K),No,0,1.364,3,3-5 yrs,0,1,1-2 yrs,0,4,17,3,3,High,4,Very High,2,Good,3,Excellent,Yes,1,Travel_Rarely,2,Near (1-5),3,Marketing,1,11,3,3
657,20,18-25,Female,Single,Research & Development,Research Scientist,1,Junior,2836,2.84,34032,Low (<3K),No,0,1.103,1,0-2 yrs,0,0,Just Promoted,0,1,1,0,2,Medium,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Life Sciences,0,13,4,2
659,42,36-45,Female,Married,Research & Development,Healthcare Representative,2,Mid-Level,4089,4.09,49068,Medium (3-6K),No,0,0.97,10,6-10 yrs,2,2,1-2 yrs,2,1,10,4,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),4,Life Sciences,2,13,2,3
661,43,36-45,Male,Divorced,Research & Development,Research Director,4,Lead,16627,16.63,199524,Very High (10K+),No,0,1.521,1,0-2 yrs,0,0,Just Promoted,0,4,21,3,4,Very High,2,Medium,2,Good,3,Excellent,Yes,1,Travel_Rarely,6,Medium (6-15),4,Other,1,14,3,2
662,38,36-45,Female,Single,Research & Development,Research Scientist,1,Junior,2619,2.62,31428,Low (<3K),No,0,1.853,0,0-2 yrs,0,0,Just Promoted,0,3,8,3,1,Low,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),1,Life Sciences,0,17,4,3
663,43,36-45,Male,Divorced,Research & Development,Laboratory Technician,2,Mid-Level,5679,5.68,68148,Medium (3-6K),No,0,1.258,8,6-10 yrs,7,4,3-5 yrs,7,3,10,3,3,High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Frequently,9,Medium (6-15),5,Medical,1,13,2,3
664,48,46-55,Female,Married,Research & Development,Manager,4,Lead,15402,15.4,184824,Very High (10K+),No,0,1.803,3,3-5 yrs,2,0,Just Promoted,2,7,21,3,1,Low,4,Very High,1,Bad,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,1,11,1,2
665,44,36-45,Female,Single,Human Resources,Human Resources,2,Mid-Level,5985,5.98,71820,Medium (3-6K),No,0,1.453,2,0-2 yrs,2,0,Just Promoted,2,4,10,1,3,High,1,Low,4,Best,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,0,11,2,2
666,34,26-35,Female,Divorced,Sales,Sales Representative,1,Junior,2579,2.58,30948,Low (<3K),No,0,1.448,8,6-10 yrs,2,0,Just Promoted,6,1,8,3,3,High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,14,Medium (6-15),3,Technical Degree,2,18,4,3
667,27,26-35,Male,Divorced,Sales,Sales Representative,1,Junior,3041,3.04,36492,Medium (3-6K),Yes,1,1.707,4,3-5 yrs,3,0,Just Promoted,2,0,5,3,1,Low,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),1,Marketing,1,11,2,3
669,21,18-25,Male,Single,Sales,Sales Representative,1,Junior,3447,3.45,41364,Medium (3-6K),No,0,1.283,3,3-5 yrs,2,1,1-2 yrs,2,1,3,2,3,High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,22,Far (16+),1,Technical Degree,0,11,3,3
671,44,36-45,Male,Married,Research & Development,Manager,5,Director,19513,19.51,234156,Very High (10K+),No,0,0.81,2,0-2 yrs,2,0,Just Promoted,1,4,26,2,4,Very High,4,Very High,4,Best,3,Excellent,Yes,1,Travel_Rarely,3,Near (1-5),4,Other,1,12,1,3
675,22,18-25,Male,Married,Research & Development,Research Scientist,1,Junior,2773,2.77,33276,Low (<3K),No,0,1.634,2,0-2 yrs,2,2,1-2 yrs,2,0,3,3,3,High,1,Low,3,Better,4,Outstanding,No,0,Travel_Rarely,6,Medium (6-15),1,Medical,0,20,4,3
677,33,26-35,Male,Divorced,Sales,Sales Executive,2,Mid-Level,7104,7.1,85248,High (6-10K),No,0,1.234,5,3-5 yrs,0,1,1-2 yrs,2,0,6,3,3,High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,8,Medium (6-15),4,Marketing,0,12,4,3
679,32,26-35,Female,Married,Research & Development,Research Scientist,2,Mid-Level,6322,6.32,75864,High (6-10K),No,0,1.731,6,6-10 yrs,4,0,Just Promoted,5,1,6,2,4,Very High,1,Low,2,Good,3,Excellent,Yes,1,Travel_Rarely,9,Medium (6-15),4,Life Sciences,1,12,4,3
680,30,26-35,Female,Divorced,Research & Development,Research Scientist,1,Junior,2083,2.08,24996,Low (<3K),No,0,1.21,1,0-2 yrs,0,0,Just Promoted,0,1,1,2,3,High,3,High,3,Better,4,Outstanding,No,0,Travel_Frequently,3,Near (1-5),3,Medical,1,20,3,3
682,53,46-55,Female,Single,Sales,Sales Executive,2,Mid-Level,8381,8.38,100572,High (6-10K),No,0,1.407,14,11-20 yrs,7,8,5+ yrs,10,7,18,2,1,Low,4,Very High,4,Best,4,Outstanding,No,0,Travel_Rarely,1,Near (1-5),1,Medical,0,20,4,3
683,34,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,2691,2.69,32292,Low (<3K),No,0,1.357,10,6-10 yrs,9,8,5+ yrs,8,1,10,4,4,Very High,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),5,Life Sciences,1,12,4,3
684,45,36-45,Female,Married,Sales,Sales Executive,2,Mid-Level,4286,4.29,51432,Medium (3-6K),Yes,1,2.19,1,0-2 yrs,1,0,Just Promoted,0,2,5,4,1,Low,1,Low,3,Better,3,Excellent,No,0,Travel_Frequently,26,Far (16+),4,Life Sciences,2,14,4,3
686,26,26-35,Female,Married,Research & Development,Laboratory Technician,1,Junior,2659,2.66,31908,Low (<3K),No,0,1.171,3,3-5 yrs,2,0,Just Promoted,2,1,3,2,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,6,Medium (6-15),3,Life Sciences,1,13,3,3
689,37,36-45,Male,Married,Research & Development,Manufacturing Director,3,Senior,9434,9.43,113208,High (6-10K),No,0,1.257,10,6-10 yrs,7,7,5+ yrs,8,1,10,2,3,High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Other,1,15,3,3
690,29,26-35,Female,Married,Sales,Sales Executive,2,Mid-Level,5561,5.56,66732,Medium (3-6K),No,0,1.567,6,6-10 yrs,0,1,1-2 yrs,2,1,6,5,3,High,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),2,Medical,1,14,1,3
691,35,26-35,Male,Single,Research & Development,Research Scientist,2,Mid-Level,6646,6.65,79752,High (6-10K),No,0,1.244,17,11-20 yrs,11,11,5+ yrs,8,1,17,3,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),4,Life Sciences,0,13,2,1
692,33,26-35,Male,Divorced,Research & Development,Healthcare Representative,2,Mid-Level,7725,7.72,92700,High (6-10K),No,0,1.297,13,11-20 yrs,11,4,3-5 yrs,7,3,15,2,4,Very High,3,High,1,Bad,4,Outstanding,No,0,Travel_Frequently,6,Medium (6-15),3,Life Sciences,1,23,3,3
698,54,46-55,Male,Married,Human Resources,Human Resources,3,Senior,10725,10.72,128700,Very High (10K+),No,0,1.412,9,6-10 yrs,7,7,5+ yrs,1,2,16,1,2,Medium,3,High,4,Best,3,Excellent,No,0,Travel_Rarely,19,Far (16+),4,Medical,1,15,3,3
699,36,36-45,Male,Divorced,Research & Development,Manufacturing Director,2,Mid-Level,8847,8.85,106164,High (6-10K),No,0,1.881,3,3-5 yrs,2,0,Just Promoted,2,2,13,2,2,Medium,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,9,Medium (6-15),2,Medical,1,11,3,2
700,27,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,2045,2.04,24540,Low (<3K),No,0,1.367,4,3-5 yrs,2,1,1-2 yrs,1,0,5,0,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),4,Medical,0,13,4,2
701,20,18-25,Male,Single,Research & Development,Research Scientist,1,Junior,1009,1.01,12108,Low (<3K),Yes,1,1.241,1,0-2 yrs,0,1,1-2 yrs,1,1,1,5,3,High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,10,Medium (6-15),1,Medical,0,11,4,3
702,33,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,3348,3.35,40176,Medium (3-6K),Yes,1,2.37,10,6-10 yrs,8,9,5+ yrs,7,1,10,3,1,Low,1,Low,3,Better,3,Excellent,Yes,1,Travel_Frequently,3,Near (1-5),3,Life Sciences,0,11,1,3
704,35,26-35,Male,Married,Research & Development,Laboratory Technician,1,Junior,1281,1.28,15372,Low (<3K),No,0,1.21,1,0-2 yrs,0,0,Just Promoted,0,1,1,3,3,High,3,High,3,Better,3,Excellent,No,0,Non-Travel,3,Near (1-5),3,Life Sciences,2,18,3,2
705,23,18-25,Male,Married,Research & Development,Research Scientist,1,Junior,2819,2.82,33828,Low (<3K),No,0,1.964,3,3-5 yrs,2,0,Just Promoted,2,2,5,3,1,Low,1,Low,4,Best,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),3,Medical,1,16,1,4
707,25,18-25,Male,Married,Sales,Sales Executive,2,Mid-Level,4851,4.85,58212,Medium (3-6K),No,0,1.284,3,3-5 yrs,2,1,1-2 yrs,2,0,4,4,2,Medium,4,Very High,3,Better,4,Outstanding,No,0,Travel_Rarely,8,Medium (6-15),3,Life Sciences,1,22,3,4
709,38,36-45,Female,Single,Sales,Sales Executive,2,Mid-Level,4028,4.03,48336,Medium (3-6K),No,0,0.774,7,6-10 yrs,7,0,Just Promoted,5,0,8,2,4,Very High,4,Very High,3,Better,4,Outstanding,No,0,Travel_Rarely,7,Medium (6-15),4,Marketing,0,20,1,2
710,29,26-35,Male,Divorced,Research & Development,Research Scientist,1,Junior,2720,2.72,32640,Low (<3K),No,0,1.167,10,6-10 yrs,7,2,1-2 yrs,8,1,10,5,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Frequently,1,Near (1-5),4,Life Sciences,1,18,4,1
712,48,46-55,Male,Married,Sales,Sales Executive,2,Mid-Level,8120,8.12,97440,High (6-10K),No,0,1.67,2,0-2 yrs,2,2,1-2 yrs,2,3,12,3,2,Medium,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),1,Marketing,0,12,4,4
714,27,26-35,Female,Divorced,Sales,Sales Executive,2,Mid-Level,4647,4.65,55764,Medium (3-6K),No,0,0.96,6,6-10 yrs,5,0,Just Promoted,4,1,6,3,4,Very High,4,Very High,3,Better,4,Outstanding,Yes,1,Travel_Frequently,3,Near (1-5),1,Medical,2,20,2,4
715,37,36-45,Male,Single,Research & Development,Research Scientist,1,Junior,4680,4.68,56160,Medium (3-6K),No,0,0.784,1,0-2 yrs,0,0,Just Promoted,0,3,4,2,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),2,Life Sciences,0,17,1,4
716,50,46-55,Male,Married,Research & Development,Laboratory Technician,1,Junior,3221,3.22,38652,Medium (3-6K),No,0,1.317,20,11-20 yrs,8,3,3-5 yrs,8,1,20,3,3,High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,28,Far (16+),1,Medical,3,11,3,4
717,34,26-35,Female,Single,Research & Development,Healthcare Representative,3,Senior,8621,8.62,103452,High (6-10K),No,0,1.178,8,6-10 yrs,7,7,5+ yrs,7,1,9,3,2,Medium,4,Very High,4,Best,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),3,Medical,0,14,2,2
720,24,18-25,Female,Single,Sales,Sales Executive,2,Mid-Level,4577,4.58,54924,Medium (3-6K),Yes,1,1.624,2,0-2 yrs,2,2,1-2 yrs,0,9,4,3,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),2,Life Sciences,0,14,1,3
721,39,36-45,Female,Single,Research & Development,Healthcare Representative,2,Mid-Level,4553,4.55,54636,Medium (3-6K),No,0,1.08,20,11-20 yrs,7,11,5+ yrs,10,1,20,4,3,High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),4,Technical Degree,0,11,1,2
722,32,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,5396,5.4,64752,Medium (3-6K),No,0,0.934,10,6-10 yrs,7,0,Just Promoted,8,1,10,2,4,Very High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),3,Marketing,0,12,4,3
723,50,46-55,Male,Married,Sales,Sales Executive,2,Mid-Level,6796,6.8,81552,High (6-10K),Yes,1,1.634,4,3-5 yrs,3,1,1-2 yrs,3,3,18,4,3,High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Frequently,8,Medium (6-15),2,Technical Degree,1,14,1,3
724,38,36-45,Female,Single,Research & Development,Healthcare Representative,2,Mid-Level,7625,7.62,91500,High (6-10K),No,0,1.31,9,6-10 yrs,7,1,1-2 yrs,8,0,10,4,4,Very High,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,0,13,3,4
725,27,26-35,Female,Married,Research & Development,Manufacturing Director,3,Senior,7412,7.41,88944,High (6-10K),No,0,1.703,9,6-10 yrs,7,0,Just Promoted,7,1,9,3,1,Low,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),2,Life Sciences,0,11,4,3
727,32,26-35,Female,Single,Research & Development,Research Director,3,Senior,11159,11.16,133908,Very High (10K+),No,0,1.007,7,6-10 yrs,7,7,5+ yrs,7,3,10,6,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),2,Life Sciences,0,15,4,3
728,47,46-55,Male,Single,Sales,Sales Executive,2,Mid-Level,4960,4.96,59520,Medium (3-6K),No,0,1.555,7,6-10 yrs,7,1,1-2 yrs,7,2,20,2,1,Low,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,14,Medium (6-15),4,Marketing,0,12,4,3
729,40,36-45,Male,Married,Sales,Sales Executive,3,Senior,10475,10.48,125700,Very High (10K+),No,0,1.724,18,11-20 yrs,13,1,1-2 yrs,12,5,20,2,1,Low,4,Very High,3,Better,4,Outstanding,Yes,1,Travel_Frequently,5,Near (1-5),4,Life Sciences,1,21,3,2
730,53,46-55,Male,Married,Research & Development,Research Director,4,Lead,14814,14.81,177768,Very High (10K+),No,0,1.231,5,3-5 yrs,1,1,1-2 yrs,3,3,32,3,3,High,3,High,3,Better,3,Excellent,No,0,Travel_Rarely,7,Medium (6-15),3,Life Sciences,0,19,3,4
731,41,36-45,Male,Divorced,Human Resources,Manager,5,Director,19141,19.14,229692,Very High (10K+),No,0,1.414,21,20+ yrs,6,12,5+ yrs,6,3,23,2,4,Very High,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),4,Human Resources,3,15,2,2
